96,34.12,1,7,0,2340.676664,2814,922,1221
141,50.38,1,1,0,0,2799,955,1191
122,42.82,1,0,0,0,2849,978,1211
106,38.1,0,0,0,0,2782,910,1238
97,31.93,7,2,0,0,3038,1044,1294
104,40.12,8,7,0,0,2592,848,1125
128,47.6,6,17,0,0,2689,921,1117
106,38.81,3,1,0,94.95571884,2731,915,1168
101,41.51,0,0,0,0,2433,873,1019
137,45.3,2,0,0,0,3024,1039,1301
114,39.11,0,0,0,0,2915,971,1280
91,28.85,0,0,0,0,3154,1076,1297
109,42.2,5,13,0,0,2583,897,1112
99,39.63,13,64,0,135.8476048,2498,818,1120
122,44.03,2,0,0,0,2771,955,1199
144,56.29,2,1,0,0,2558,867,1096
128,42.02,7,28,0,0,3046,1065,1309
90,34.36,2,13,0,68.34596097,2619,895,1166
101,36.54,1,3,0,0,2764,947,1213
109,39.61,0,0,0,0,2752,935,1197
115,41.04,1,0,0,0,2802,960,1188
82,29.35,2,15,0,655.3543446,2794,841,1293
143,49.17,3,4,0,0,2908,957,1282
132,48.71,3,7,0,0,2710,905,1139
160,57.02,0,0,0,0,2806,982,1163
123,42.2,5,9,0,0,2915,968,1246
83,30.7,1,2,0,0,2704,874,1256
70,25.95,2,3,0,0,2698,779,1268
115,41.64,2,1,0,0,2762,952,1204
135,44.6,3,2,0,1386.103576,3027,1025,1276
91,35.48,0,0,0,0,2565,907,1052
82,26.43,3,7,0,0,3102,887,1446
134,48.66,3,5,0,0,2754,899,1199
114,39.76,3,3,0,0,2867,934,1298
104,38.11,0,0,0,0,2729,982,1157
128,49.9,8,11,0,0,2565,862,1124
123,41.74,1,0,0,0,2947,971,1303
96,39.12,2,5,0,0,2454,688,1136
79,27.99,2,13,0,0,2822,989,1261
117,42.5,5,15,0,0,2753,863,1230
77,26.2,2,0,0,0,2939,921,1297
142,46.71,0,0,0,0,3040,1049,1336
70,23.41,9,28,0,594.701289,2990,967,1366
67,23.24,0,0,0,0,2883,861,1318
126,48.09,0,0,0,233.3887299,2620,908,1148
104,35.16,3,14,0,0,2958,982,1337
135,30.05,9,31,0,588.2626303,4492,1349,1947
103,32.84,4,5,0,0,3136,985,1396
140,44.9,0,0,0,0,3118,932,1355
142,50.55,1,1,0,0,2809,963,1181
110,43.38,8,22,0,2577.595325,2536,838,1140
93,32.61,15,23,0,0,2852,986,1301
112,38.94,3,2,0,0,2876,948,1294
111,39.4,1,7,0,0,2817,913,1248
108,33.58,2,1,0,0,3216,968,1376
115,37.5,1,5,0,0,3067,908,1311
89,32.59,2,6,0,0,2731,791,1219
137,44.73,0,0,0,0,3063,939,1287
90,35.45,1,3,0,0,2539,770,1153
132,47.74,2,7,0,0,2765,987,1175
122,42.35,0,0,0,0,2881,952,1285
120,43.01,1,0,0,0,2790,914,1207
77,31.67,1,4,0,0,2431,729,1079
116,44.87,0,0,0,0,2585,867,1104
119,42.9,4,19,0,1981.000881,2774,852,1187
99,35.86,5,15,0,0,2761,912,1245
118,42.29,2,5,0,0,2790,915,1202
126,40.1,4,2,0,1613.880239,3142,940,1415
126,44.01,0,0,0,0,2863,901,1202
105,37.31,0,0,0,0,2814,882,1217
115,42.42,2,4,0,0,2711,796,1153
134,45.44,6,6,0,0,2949,983,1207
152,48.53,2,0,0,0,3132,1112,1367
129,46.14,0,0,0,0,2796,891,1226
117,40.08,0,0,0,0,2919,812,1300
97,38.25,3,1,0,0,2536,936,1090
109,38.94,0,0,0,0,2799,919,1167
99,40.41,8,72,0,1621.73067,2450,777,1053
105,36.89,0,0,0,0,2846,923,1223
109,41.48,0,0,0,0,2628,849,1099
129,45.66,5,3,0,0,2825,915,1382
123,42.31,6,26,0,0,2907,911,1314
106,37.43,3,0,0,0,2832,926,1224
113,39.26,5,8,0,0,2878,957,1236
110,38.13,6,171,0,953.333017,2885,861,1299
104,34.91,6,57,0,1008.839537,2979,921,1287
157,54.34,9,22,0,0,2889,969,1210
121,44.98,0,0,0,0,2690,916,1139
132,49.59,4,11,0,921.2976778,2662,848,1177
92,38.92,9,43,0,0,2364,832,957
152,51.3,0,0,0,0,2963,1031,1283
88,33.86,2,4,0,0,2599,870,1066
147,47.57,0,0,0,1941.226548,3090,996,1295
103,39.77,4,1,0,0,2590,875,1141
122,40.32,5,18,0,0,3026,1009,1390
115,38.23,5,17,0,0,3008,939,1329
144,46.17,1,49,1,0,3119,1084,1377
123,45.49,4,5,0,0,2704,860,1187
82,33.51,1,6,0,2582.331441,2447,774,1054
110,36.61,1,0,0,0,3005,1085,1313
109,38.98,0,0,0,0,2796,937,1190
129,45.29,1,2,0,0,2848,893,1283
140,45.22,6,5,0,0,3096,994,1419
102,42.79,0,0,0,0,2384,758,1083
111,40.84,6,50,0,0,2718,866,1210
82,31.7,7,19,0,0,2587,822,1199
114,35.57,3,4,0,2204.043527,3205,963,1385
97,18.32,4,33,0,5093.804829,5295,1474,2543
89,33.72,3,46,0,2077.248688,2639,850,1075
125,43.66,1,0,0,0,2863,979,1237
147,49.81,0,0,0,0,2951,976,1300
109,40.21,2,1,0,0,2711,818,1334
87,31.06,0,0,0,0,2801,866,1204
104,40.29,1,0,0,0,2581,868,1171
83,27.86,2,41,0,3953.232704,2979,872,1331
132,45.44,2,1,0,0,2905,1002,1193
125,48.58,0,0,0,0,2573,874,1077
93,32.04,0,0,0,0,2903,867,1257
302,45.12,23,70,1,4541.67502,6694,2393,2132
113,43.39,20,13,0,0,2604,818,1163
123,42.41,3,4,0,0,2900,1008,1256
87,31.21,1,6,0,0,2788,810,1149
62,23.08,1,0,0,0,2686,820,1157
85,27.77,11,97,0,0,3061,947,1307
102,36.88,0,0,0,0,2766,884,1215
144,45.86,4,8,0,0,3140,1000,1381
105,38.72,4,7,0,0,2712,782,1198
89,31.36,3,19,0,0,2838,828,1192
74,22.56,7,5,0,0,3280,887,1471
121,43.17,0,0,0,0,2803,981,1222
118,48.58,0,0,0,0,2429,907,994
140,52.93,0,0,0,0,2645,1025,987
113,36.15,18,88,0,0,3126,1031,1387
82,31.12,9,9,0,0,2635,745,1113
137,47.21,0,0,0,0,2902,930,1131
141,49.61,1,2,0,0,2842,926,1206
104,36.85,3,13,0,0,2822,855,1317
74,30.63,1,3,0,0,2416,740,1102
0,,0,0,0,10690.52963,0,0,0
142,39.88,8,184,0,0,3561,1122,1487
106,32.49,4,12,0,0,3263,1040,1450
117,44.37,8,18,0,0,2637,823,1181
104,32.54,6,15,0,0,3196,1046,1422
97,33.4,0,0,0,0,2904,900,1324
127,39.65,0,0,0,0,3203,1022,1402
122,41.98,2,0,0,0,2906,966,1213
157,52.86,0,0,0,0,2970,988,1241
102,36.21,14,60,0,0,2817,904,1226
150,56.52,0,0,0,0,2654,883,1089
137,48.43,1,0,0,0,2829,958,1214
104,40.19,1,0,0,0,2588,849,1161
156,57.33,0,0,0,0,2721,861,1068
105,36.66,19,193,0,0,2864,955,1313
129,44.39,4,31,0,0,2906,963,1246
119,37.54,5,116,0,0,3170,1010,1367
135,58.77,5,9,0,0,2297,794,940
141,52.26,8,22,0,0,2698,839,1162
141,49.35,5,4,0,0,2857,898,1212
89,33.32,0,0,0,0,2671,854,1228
152,57.04,0,0,0,0,2665,896,1117
133,48.35,1,14,0,0,2751,910,1228
100,37.81,5,3,0,0,2645,837,1165
126,41.54,2,3,0,0,3033,1000,1345
120,34.89,3,1519,1,3303.472957,3439,1065,1689
134,43.81,2,7,0,0,3059,1046,1314
104,31.11,6,15,0,0,3343,1076,1462
144,42.18,2,4,0,0,3414,1046,1452
148,53.66,0,0,0,71015.44744,2758,871,1200
121,33.71,1,4,0,0,3589,959,1647
106,36.29,2,2,0,0,2921,927,1385
185,55.81,5,7,0,0,3315,1035,1447
112,40.58,2,5,0,0,2760,870,1190
123,37.36,0,0,0,0,3292,953,1427
100,34.78,0,0,0,0,2875,906,1276
100,35.6,0,0,0,0,2809,889,1213
96,27.12,1,4,0,0,3540,934,1576
117,33.67,1,2,1,0,3475,1099,1595
127,44.77,2,0,2,0,2837,891,1238
121,42.43,0,0,0,0,2852,913,1212
116,41.08,5,51,0,0,2824,985,1136
99,38.22,0,0,0,0,2590,932,1050
130,47.57,1,0,0,0,2733,901,1124
120,39.2,2,0,0,0,3061,1035,1307
126,47.24,8,9,0,0,2667,921,1121
93,37.59,0,0,0,0,2474,819,1058
95,33.02,1,0,0,0,2877,1017,1144
103,42.37,2,3,0,0,2431,767,1071
119,36.98,0,0,0,0,3218,1028,1384
125,44.58,1,3,0,0,2804,946,1152
92,30.92,4,7,0,0,2975,966,1274
81,28.22,1,0,0,0,2870,936,1246
117,33.04,1,10,0,0,3541,1098,1555
114,20.16,6,35,0,0,5655,1527,2786
0,,0,0,0,0,0,0,0
73,17.11,1,2,0,0,4267,1068,2159
117,43.56,1,2,0,0,2686,920,1123
150,49.05,1,2,0,0,3058,1020,1245
139,46.85,3,6,0,0,2967,1039,1276
115,42.58,0,0,0,0,2701,941,1138
92,30.15,3,19,0,0,3051,1029,1386
102,41.26,2,3,0,0,2472,855,1053
122,48.61,0,0,0,0,2510,874,1013
112,38.08,0,0,0,0,2941,1075,1167
117,42.16,8,14,0,0,2775,1006,1106
114,46.97,5,42,0,0,2427,827,1063
136,50.5,1,0,0,0,2693,958,1138
111,42.3,1,0,0,0,2624,884,1086
161,56.89,4,13,0,0,2830,1043,1107
138,51.36,1,0,0,0,2687,946,1130
117,47.35,5,7,0,0,2471,847,1034
109,45.84,4,4,0,0,2378,790,1025
120,42.54,0,0,0,0,2821,1018,1129
130,42.33,5,3,0,0,3071,1012,1345
209,55.85,1,0,0,0,3742,1290,1513
123,47.73,0,0,0,0,2577,873,1039
168,48.85,5,10,0,0,3439,1175,1473
114,43.4,3,2,0,0,2627,869,1131
110,43.96,1,3,0,0,2502,845,1010
102,34.81,1,0,2,0,2930,970,1242
136,48.26,9,15,0,0,2818,976,1140
128,43.58,0,0,0,0,2937,960,1185
113,32.91,2,32,0,455.1897873,3434,1145,1433
123,43.02,11,30,0,0,2859,969,1174
0,,0,0,0,0,0,0,0
124,41.24,0,0,0,0,3007,1066,1265
97,35.6,0,0,0,0,2725,896,1122
168,56.07,0,0,0,0,2996,1036,1237
124,46.69,0,0,0,0,2656,900,1040
109,40.87,0,0,0,0,2667,962,1015
99,38.11,1,0,0,986.6520005,2598,854,1026
127,46.42,0,0,0,0,2736,999,1093
168,52.62,0,0,0,0,3193,1093,1308
120,45.23,2,1,0,0,2653,830,1058
146,52.22,0,0,0,0,2796,955,1142
138,51.57,1,0,0,0,2676,900,1077
133,41.84,0,0,0,0,3179,1022,1326
136,44.43,2,2,0,0,3061,1032,1238
123,42.71,0,0,0,0,2880,956,1179
99,35.68,0,0,0,0,2775,899,1118
167,53.96,2,1,0,0,3095,979,1331
98,40.26,7,2,0,0,2434,842,931
142,46.27,4,6,0,1213.07665,3069,1099,1232
111,38.73,5,4,0,0,2866,968,1144
105,39.91,0,0,0,0,2631,870,1067
111,41.57,0,0,0,0,2670,948,1091
120,42.81,5,37,0,0,2803,979,1159
110,41.64,0,0,0,0,2642,949,1096
136,53.82,0,0,0,0,2527,910,990
109,36.91,1,5,0,0,2953,984,1380
117,39.65,5,18,0,0,2951,1023,1288
157,51.32,0,0,0,0,3059,1134,1201
123,42.43,3,3,0,0,2899,1004,1214
169,52.8,0,0,0,0,3201,1187,1241
164,58.14,8,39,0,0,2821,987,1137
112,38.26,1,0,0,0,2927,1004,1277
121,34.93,0,0,0,0,3464,1094,1547
126,38.78,0,0,0,0,3249,1104,1413
150,51.76,1,0,0,0,2898,1025,1159
147,52.46,15,22,0,0,2802,1007,1095
135,48.42,7,8,0,0,2788,984,1124
163,62.17,1,1,0,0,2622,949,1057
130,40.83,0,0,0,0,3184,1200,1375
132,44.09,7,57,0,0,2994,1032,1240
151,46.18,6,9,0,0,3270,1107,1450
161,52.39,3,5,0,0,3073,1122,1178
117,45.45,2,14,0,0,2574,929,1060
131,51.92,13,22,0,0,2523,865,1015
127,31.17,5,10,0,0,4075,1463,1749
114,40.71,1,4,0,0,2800,1026,1216
117,39.84,3,9,0,0,2937,961,1299
143,53.52,2,4,0,0,2672,938,1067
148,47.63,5,29,0,0,3107,1071,1202
183,43.16,11,10,0,0,4240,1497,1736
99,33.32,1,3,0,0,2971,973,1254
172,51.57,1,1,0,0,3335,1192,1367
146,43.08,0,0,0,0,3389,1171,1373
152,52.76,3,7,0,0,2881,1032,1138
124,39.09,2,0,0,0,3172,1053,1318
136,46.77,10,20,0,0,2908,1076,1200
173,52.11,15,83,0,0,3320,1142,1308
183,53.63,0,0,0,0,3412,1211,1442
152,44.11,1,0,0,0,3446,1160,1366
152,47.68,3,3,0,0,3188,1101,1318
156,49.37,0,0,0,0,3160,1194,1278
148,41.71,4,2,0,0,3548,1150,1527
165,49.76,6,12,0,0,3316,1153,1359
151,40.03,8,32,0,0,3772,1295,1579
192,44.92,12,88,0,0,4274,1457,1802
133,42.08,1,0,0,0,3161,1138,1304
158,54.56,3,27,0,0,2896,1026,1168
125,35.85,4,0,0,0,3487,1184,1519
162,52.72,8,144,0,0,3073,1129,1239
112,42.7,8,515,0,705.5161127,2623,912,1075
97,36.8,1,0,0,0,2636,871,1204
227,58.46,4,21,0,0,3883,1381,1553
136,45.7,7,58,0,0,2976,1024,1267
273,43.23,2,6,0,0,6315,2323,1878
111,39.78,0,0,3,0,2790,944,1270
252,59.04,6,21,0,0,4268,1550,1580
104,37.22,0,0,0,0,2794,1001,1228
122,36.97,0,0,0,0,3300,1192,1424
160,52.03,6,10,0,0,3075,1112,1296
102,38.99,3,2,0,0,2616,872,1189
152,52.25,2,0,0,0,2909,998,1203
116,38.06,5,18,0,0,3048,1005,1295
0,0,1,18,0,36368.13494,12,6,4
136,54.08,2,0,0,0,2515,898,980
133,41.54,3,19,0,0,3202,1042,1340
115,39.79,0,0,0,84.35928069,2890,889,1318
141,47.05,0,0,0,0,2997,1091,1190
131,33.66,7,31,0,0,3892,1287,1635
103,32.32,5,3,0,0,3187,1128,1286
83,28.04,0,0,0,1725.66171,2960,872,1289
130,36.48,2,0,0,0,3564,1219,1453
157,45.24,0,0,0,3399.283513,3470,1188,1385
124,38.4,0,0,0,0,3229,1140,1315
160,53.8,1,0,0,0,2974,991,1248
103,34.26,3,3,0,0,3006,1007,1311
113,55.26,0,0,0,0,2045,666,939
57,26.77,0,0,0,0,2129,647,877
62,24.1,0,0,0,9197.83493,2573,801,1079
226,47.15,6,83,0,54106.46438,4793,1710,2072
0,,0,0,0,0,0,0,0
113,33.25,1,1,0,8976.173514,3398,1102,1582
147,46.15,0,0,0,584.7685919,3185,1007,1334
100,33.5,3,47,0,1783.653981,2985,984,1328
98,27.45,7,21,0,0,3570,977,1548
98,36.75,0,0,0,0,2667,867,1169
120,40.32,0,0,0,0,2976,1002,1288
0,,0,0,0,0,0,0,0
133,39.88,2,30,0,0,3335,1012,1556
141,45.9,1,0,0,0,3072,1012,1298
114,40.67,4,1,0,0,2803,895,1254
110,38.38,0,0,0,0,2866,945,1233
108,40.72,2,4,0,0,2652,892,1263
116,40.99,5,19,0,0,2830,965,1228
139,47.98,1,1,0,0,2897,1024,1206
102,42.01,2,2,0,0,2428,784,1110
136,48.35,4,4,0,0,2813,985,1163
133,45.69,2,64,0,0,2911,995,1233
125,38.11,5,31,0,0,3280,1014,1460
148,52.13,0,0,0,0,2839,978,1251
117,38.94,0,0,0,0,3005,944,1353
130,47.74,0,0,0,0,2723,873,1284
130,47.69,1,0,0,1042.838121,2726,910,1159
129,41.65,6,6,0,0,3097,1126,1294
178,56.71,1,0,0,0,3139,1100,1366
106,39.07,14,75,0,0,2713,906,1269
148,51.41,1,0,0,0,2879,982,1277
116,38.94,2,1,0,0,2979,993,1332
112,35.65,2,0,0,0,3142,1041,1426
132,47.01,1,1,0,0,2808,975,1273
127,47.71,6,7,0,0,2662,882,1199
140,47.49,0,0,0,0,2948,1000,1235
102,34.01,4,4,0,0,2999,989,1347
102,38.83,4,22,0,0,2627,870,1181
89,33.62,9,0,0,0,2647,974,1203
82,29.38,0,0,0,0,2791,861,1243
82,31.71,1,0,0,0,2586,844,1159
125,43.97,4,11,0,7252.531776,2843,954,1170
110,39.65,5,4,0,0,2774,852,1345
122,38.29,11,110,0,818.1236649,3186,1065,1382
109,40.33,2,1,0,0,2703,868,1208
128,43.24,1,0,0,0,2960,959,1331
132,47.29,0,0,0,0,2791,904,1243
122,37.75,4,16,1,0,3232,1057,1443
135,46.44,4,11,0,0,2907,989,1250
129,41.03,1,1,0,3204.458072,3144,1029,1398
89,28.5,4,13,0,0,3123,1047,1476
86,26.45,0,0,0,0,3251,1114,1477
129,42.23,13,23,0,1373.859638,3055,1060,1283
136,46.74,7,5,0,0,2910,976,1268
126,44.1,0,0,0,0,2857,947,1284
102,36.06,3,2,0,0,2829,915,1229
92,33.97,1,6,0,0,2708,849,1244
123,44.5,3,11,0,0,2764,947,1290
90,37.83,3,6,0,0,2379,796,1120
95,33.04,1,5,0,0,2875,910,1287
85,32.09,4,4,0,874.2496347,2649,883,1211
96,34.81,8,12,0,0,2758,909,1210
95,33.31,5,13,0,0,2852,985,1315
125,39.44,1,1,0,0,3169,1049,1361
95,35,1,0,0,0,2714,876,1256
137,46.22,4,6,0,0,2964,954,1275
142,47.25,0,0,0,0,3005,936,1307
172,50.98,1,1,0,0,3374,1075,1478
115,40.45,3,1,0,933.6566912,2843,911,1271
127,44.8,3,4,0,0,2835,1002,1172
0,,0,0,0,0,0,0,0
81,29.38,0,0,0,0,2757,916,1307
153,49.89,1,1,0,0,3067,1016,1345
132,46.3,0,0,0,0,2851,942,1289
99,35.64,0,0,0,0,2778,950,1216
75,26.72,1,3,0,603.0890351,2807,963,1222
141,48.35,5,1,0,0,2916,981,1230
119,44.45,3,6,0,0,2677,851,1232
152,48.22,1,4,0,0,3152,916,1285
124,44.16,4,6,0,0,2808,939,1260
91,38.19,1,0,0,0,2383,831,1102
95,34.41,4,6,0,0,2761,914,1295
117,42.78,0,0,0,0,2735,822,1254
138,42.68,2,7,0,0,3233,924,1470
130,41.14,1,10,0,0,3160,1063,1298
122,41.48,7,21,0,7010.37752,2941,887,1382
130,43.1,1,0,0,0,3016,866,1378
106,40.9,4,5,0,0,2592,846,1133
81,30.31,2,20,1,0,2672,858,1174
125,42.79,1,4,0,0,2921,917,1237
110,42.49,0,0,0,0,2589,872,1091
156,57.06,0,0,0,0,2734,855,1184
94,33.48,5,6,0,1195.595885,2808,872,1269
118,39.41,4,15,0,0,2994,955,1365
132,44.85,2,7,0,1322.316218,2943,998,1327
110,40.86,1,7,0,0,2692,873,1266
140,49.04,2,2,0,0,2855,919,1256
113,39.82,4,100,0,873.2194435,2838,870,1318
152,51.35,1,1,0,0,2960,963,1305
70,25.44,1,8,0,0,2752,959,1233
126,48.95,0,0,0,0,2574,767,1198
113,40.27,1,1,0,0,2806,929,1287
114,38.91,5,17,0,571.9346203,2930,942,1280
87,29.66,0,0,0,0,2933,937,1320
136,46.67,3,4,0,0,2914,924,1290
152,46.45,5,7,0,814.5217298,3272,1090,1368
85,29.84,2,4,0,0,2849,889,1336
127,38.9,5,1396,0,0,3265,1109,1371
128,38.71,2,8,0,1837.456126,3307,1100,1471
88,31.55,1,4,0,0,2789,891,1305
118,39.19,3,0,0,1624.918102,3011,976,1335
133,47.7,0,0,0,823.9523771,2788,930,1226
137,43.16,2,0,0,0,3174,1038,1356
139,49.27,11,12,0,0,2821,936,1160
126,35.92,3,3,0,4173.402774,3508,1176,1504
122,46.26,10,8,0,1546.683585,2637,892,1198
120,40.46,0,0,0,1938.174877,2966,976,1294
83,31.86,2,4,0,1133.161616,2605,800,1232
114,42.86,1,0,1,0,2660,908,1109
89,33.6,1,0,0,0,2649,830,1186
129,51.05,13,27,0,0,2527,883,1074
